metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
dysbiosisUC	Coprobacillus.unclassified	Yes	0.00826440515933785	0.00256542017427382	1595	415	0.0013018703580101	0.0125847467940976
antibiotics	Faecalibacterium.prausnitzii	Yes	-0.041038231098676	0.0127647855148194	1595	1534	0.00133144118072435	0.0126694949853302
age	Haemophilus.parainfluenzae	age	-0.000525444233382181	0.000160012867895324	1595	887	0.00135947735222874	0.0127372570385739
age	Bifidobacterium.pseudocatenulatum	age	-0.000198713075892071	6.1064058182853e-05	1595	230	0.0014767933624244	0.0136267751169161
dysbiosisUC	Bacteroides.stercoris	Yes	-0.0480800453787474	0.0151860167444438	1595	1063	0.00157696234450801	0.0143338816090355
dysbiosisCD	Bacteroides.stercoris	Yes	-0.036684118759659	0.0117144853043186	1595	1063	0.00177218485727945	0.0156728872667678
dysbiosisCD	Alistipes.finegoldii	Yes	-0.0113822577794377	0.00363555450272794	1595	788	0.00177574584795891	0.0156728872667678
dysbiosisnonIBD	Roseburia.hominis	Yes	-0.0242611302325011	0.00776372728907002	1595	1061	0.00181106395254065	0.0157562563871037
dysbiosisCD	Eubacterium.ventriosum	Yes	-0.00992555587902311	0.00318967017512227	1595	627	0.00189332597558348	0.0162399368891597
dysbiosisUC	Eubacterium.rectale	Yes	-0.0526716905386145	0.0170376991468769	1595	1318	0.00202769444208148	0.0171509154892725
age	Subdoligranulum.unclassified	age	0.00188873755579509	0.000466885606399193	1595	1546	0.00207706507048506	0.0173278442181562
dysbiosisUC	Ruminococcus.gnavus	Yes	0.0234568509910213	0.0076360017254899	1595	970	0.00216522252663923	0.0178191961989634
antibiotics	Ruminococcus.bromii	Yes	-0.0113976739182367	0.00374322088337994	1595	512	0.00236807842049934	0.0192287967744546
dysbiosisnonIBD	Odoribacter.splanchnicus	Yes	-0.0209950073378937	0.00707496450884014	1595	662	0.00304912132482551	0.024433090616036
antibiotics	Eubacterium.eligens	Yes	-0.0127410655249279	0.00432243749309286	1595	1015	0.00325012541511707	0.0257055373741078
dysbiosisCD	Clostridium.nexile	Yes	0.00797415386096539	0.00273090737480151	1595	273	0.00355207700949625	0.0277335243433746
dysbiosisUC	Bacteroides.ovatus	Yes	-0.0383890072743999	0.0132395814774302	1595	1319	0.00379182952212831	0.0292306858098246
dysbiosisUC	Lachnospiraceae.bacterium.3.1.46FAA	Yes	-0.0100411402476433	0.00347813758450659	1595	992	0.00394665685467499	0.0300439253062133
dysbiosisnonIBD	Bilophila.unclassified	Yes	-0.0153880098215579	0.00534241339951899	1595	885	0.00402688468823708	0.0302762071004492
dysbiosisnonIBD	Escherichia.coli	Yes	0.057072331006136	0.0198524043101231	1595	975	0.00409701839788784	0.030427856150167
dysbiosisnonIBD	Subdoligranulum.unclassified	Yes	-0.0440693067044919	0.0153620315684177	1595	1546	0.00417683159408359	0.0306468727806856
diagnosis	Collinsella.aerofaciens	UC	0.0140580340864145	0.00483442979738649	1595	835	0.00429333850759705	0.030760507660313
dysbiosisCD	Clostridium.leptum	Yes	-0.0099505044943048	0.00347745575455725	1595	812	0.00427603781870866	0.030760507660313
dysbiosisnonIBD	Clostridium.leptum	Yes	-0.0174214068865296	0.0061443088857397	1595	812	0.00463605582965878	0.0328297441890953
dysbiosisnonIBD	Bacteroides.fragilis	Yes	0.0589301876737236	0.0209339400289719	1595	891	0.00493924548121776	0.0345747183685243
antibiotics	Ruminococcus.obeum	Yes	-0.00586678744592238	0.0021069373696154	1595	1346	0.00542588954387311	0.0375496219570309
age	Bacteroides.intestinalis	age	0.000292520596162341	0.000103982627886169	1595	193	0.00575860651657419	0.038995268166352
dysbiosisnonIBD	Klebsiella.pneumoniae	Yes	0.0246677380771153	0.00891819962180779	1595	171	0.00576284751226876	0.038995268166352
dysbiosisCD	Veillonella.parvula	Yes	0.0137057233136851	0.00499054117222931	1595	853	0.00609617767090295	0.0407974967206582
dysbiosisCD	Bacteroides.ovatus	Yes	-0.0274444157353504	0.0100695786698156	1595	1319	0.00649249565255128	0.0429774983956927
diagnosis	Clostridium.clostridioforme	nonIBD	-0.021845744840339	0.0078866044668695	1595	518	0.00680300939732437	0.0445487389566725
dysbiosisCD	Oscillibacter.unclassified	Yes	-0.0146802351636621	0.00542750148171301	1595	1296	0.00691250656869117	0.0447842180886481
antibiotics	Bacteroides.fragilis	Yes	-0.0261174517170876	0.00969584354595634	1595	891	0.00714509390298218	0.0458038124938542
diagnosis	Clostridium.bolteae	nonIBD	-0.0309873953353551	0.0112395723280113	1595	1138	0.00731060484772522	0.0463766495027569
diagnosis	Bifidobacterium.adolescentis	UC	0.0222177471620525	0.00820518081842135	1595	555	0.00765266364569345	0.0480461047446114
dysbiosisUC	Eubacterium.siraeum	Yes	-0.0263315386056903	0.00987970255377777	1595	656	0.00777696250420377	0.0483282669904092
dysbiosisUC	Alistipes.putredinis	Yes	-0.030028234817113	0.0112843950019764	1595	940	0.00787499162113271	0.0484431302754527
antibiotics	Escherichia.unclassified	Yes	0.00587019932613056	0.00221457128856174	1595	637	0.00814179572940379	0.0495835359920691
age	Faecalibacterium.prausnitzii	age	-0.00212632126890029	0.00069601360064024	1595	1534	0.00902606806193732	0.0544245094031666
dysbiosisCD	Bacteroides.finegoldii	Yes	-0.00863841768716999	0.00331839687424123	1595	400	0.00932726890454158	0.0556892819888806
dysbiosisCD	Ruminococcus.bromii	Yes	-0.0121015896898716	0.00465646398545842	1595	512	0.00944111999052782	0.055785341886215
dysbiosisCD	Coprobacillus.unclassified	Yes	0.00477453504576251	0.00183888840356506	1595	415	0.0095265608475638	0.055785341886215
age	Clostridium.symbiosum	age	-0.000344871636785698	0.000130966302407608	1595	801	0.00974087094258602	0.0564970514669989
dysbiosisUC	Ruminococcus.obeum	Yes	-0.00892599950456208	0.00346141674979181	1595	1346	0.0100100848217157	0.0575107703436308
age	Ruminococcus.bromii	age	0.000718525058765144	0.000275672870302951	1595	512	0.0102982858464465	0.0586136082288406
dysbiosisUC	Escherichia.coli	Yes	0.0388101944234222	0.015167489810816	1595	975	0.0106023259013156	0.0597853377213073
dysbiosisCD	Parabacteroides.merdae	Yes	-0.0168042596568449	0.00660756874414414	1595	911	0.0110819578384337	0.0619166268220744
dysbiosisnonIBD	Ruminococcus.torques	Yes	-0.0209901529363118	0.00841636812164322	1595	1514	0.0127368776250421	0.0705159861240969
dysbiosisCD	Bacteroides.eggerthii	Yes	-0.0145049775933328	0.00586250042200787	1595	309	0.0134632923845306	0.0738661717313435
dysbiosisUC	Bacteroides.eggerthii	Yes	-0.0187210797882241	0.00757746737280594	1595	309	0.0136015258400879	0.073958296755478
diagnosis	Clostridium.bolteae	UC	-0.0261280831285692	0.0103822609301445	1595	1138	0.0138271907325867	0.0745199925322591
dysbiosisUC	Clostridium.leptum	Yes	-0.0115511370605294	0.0047181946259209	1595	812	0.014469397677842	0.0772970454895244
dysbiosisUC	Barnesiella.intestinihominis	Yes	-0.0139846705569646	0.00589420592954423	1595	484	0.0177914675200691	0.0942174236497572
dysbiosisCD	Veillonella.dispar	Yes	0.00513064197020668	0.00216534391297411	1595	495	0.0179535124732789	0.0942559404847141
diagnosis	Clostridium.clostridioforme	UC	-0.0175451623296784	0.00732747351580597	1595	518	0.0185565913927522	0.0965894372494537
dysbiosisUC	Alistipes.shahii	Yes	-0.0116679555992116	0.00497006348858616	1595	757	0.0190245426985549	0.0981859873171182
dysbiosisCD	Collinsella.aerofaciens	Yes	-0.00619451973805772	0.00265623575948437	1595	835	0.019824313258884	0.100782235806716
diagnosis	Odoribacter.splanchnicus	UC	-0.0233347646682398	0.00989059184607872	1595	662	0.0198995543733296	0.100782235806716
diagnosis	Eubacterium.eligens	UC	0.0217787735847378	0.00923865595494622	1595	1015	0.0200240567037973	0.100782235806716
diagnosis	Parabacteroides.goldsteinii	nonIBD	0.0119290678591445	0.00508489005924615	1595	187	0.0208624405867588	0.104141199322427
antibiotics	Bilophila.unclassified	Yes	-0.00570476891471679	0.00248021849404987	1595	885	0.0215764965363115	0.106829970655396
dysbiosisCD	Bacteroides.caccae	Yes	-0.0204045150432451	0.0089452289705991	1595	1072	0.0226800976580549	0.111322532947298
antibiotics	Eubacterium.sp.3.1.31	Yes	-0.0032454829693037	0.00142455956071033	1595	217	0.0228494525753896	0.111322532947298
diagnosis	Ruminococcus.bromii	nonIBD	0.0281785909201486	0.0122890371369423	1595	512	0.0235554372248646	0.113851279920179
diagnosis	Ruminococcus.callidus	nonIBD	0.00939910820175776	0.00412316526475621	1595	323	0.0247192984964127	0.118535848695396
dysbiosisCD	Ruminococcus.gnavus	Yes	0.0126675463620197	0.0056499969365577	1595	970	0.0251029402702641	0.119435083004616
antibiotics	Alistipes.putredinis	Yes	-0.0154918567100599	0.00693054604403973	1595	940	0.0255455049955604	0.120598546839506
age	Akkermansia.muciniphila	age	0.000804029282659957	0.000359726726553633	1595	578	0.0273405131595287	0.128079788570407
antibiotics	Veillonella.parvula	Yes	-0.00870082719100389	0.00400347556868976	1595	853	0.029913547663669	0.139063744482248
dysbiosisUC	Collinsella.aerofaciens	Yes	-0.00765269912918133	0.00354617266435472	1595	835	0.0310844072217214	0.141271671627077
diagnosis	Oscillibacter.unclassified	UC	0.0184181654183536	0.00843284344723857	1595	1296	0.0308569334509537	0.141271671627077
diagnosis	Sutterella.wadsworthensis	nonIBD	0.0303384756882136	0.0138009395485236	1595	432	0.0309954571292344	0.141271671627077
dysbiosisCD	Paraprevotella.clara	Yes	-0.00392380618249695	0.00183462645348629	1595	191	0.0326153722884194	0.147131568323314
antibiotics	Bacteroides.caccae	Yes	-0.0153463818818947	0.00718670318935932	1595	1072	0.0328908537089475	0.147283308152566
dysbiosisnonIBD	Clostridium.clostridioforme	Yes	0.0146827404610663	0.00698376240265805	1595	518	0.0356773413378369	0.158594896895932
dysbiosisnonIBD	Alistipes.putredinis	Yes	-0.0312859293288753	0.0149944951728256	1595	940	0.037102128029832	0.160672746705857
dysbiosisUC	Clostridium.nexile	Yes	0.00767273376360937	0.00367754122511721	1595	273	0.0371130166528698	0.160672746705857
dysbiosisnonIBD	Coprobacillus.unclassified	Yes	0.00687776008133091	0.00328725378268096	1595	415	0.036585501030886	0.160672746705857
diagnosis	Akkermansia.muciniphila	nonIBD	0.0340580694323321	0.0161659466203024	1595	578	0.0372000940649029	0.160672746705857
dysbiosisCD	Bacteroides.xylanisolvens	Yes	-0.00965323600025061	0.00464226987937344	1595	1072	0.0377414356805194	0.161000756436083
dysbiosisCD	Ruminococcus.lactaris	Yes	-0.0058357999193711	0.00281126187447756	1595	454	0.0380691443789754	0.161000756436083
age	Veillonella.dispar	age	-0.000142219652499566	6.77517817224442e-05	1595	495	0.0379216041261116	0.161000756436083
dysbiosisUC	Bacteroides.xylanisolvens	Yes	-0.0125699225151095	0.00609742333947682	1595	1072	0.0394279589360665	0.16145876344144
dysbiosisUC	Parabacteroides.goldsteinii	Yes	-0.00631581269362131	0.00306753313219587	1595	187	0.0396744147355789	0.16145876344144
dysbiosisCD	Paraprevotella.unclassified	Yes	-0.00620473154654952	0.0030013974068032	1595	243	0.0388757583518363	0.16145876344144
dysbiosisUC	Eubacterium.ventriosum	Yes	-0.0087457318424984	0.00425544225643593	1595	627	0.0400332894575656	0.16145876344144
dysbiosisUC	Coprococcus.comes	Yes	-0.00642069402094175	0.00311693953110598	1595	848	0.0395776615342096	0.16145876344144
diagnosis	Dorea.longicatena	UC	0.0139792472323872	0.00671848264738945	1595	1063	0.0399785157094508	0.16145876344144
dysbiosisnonIBD	Veillonella.dispar	Yes	0.00798231207524846	0.00386465939955096	1595	495	0.0390486702755333	0.16145876344144
age	Collinsella.aerofaciens	age	0.000364896287364529	0.000169277458895008	1595	835	0.0409021213244441	0.161749297964847
dysbiosisnonIBD	Eubacterium.eligens	Yes	-0.019004775742979	0.00928442838260046	1595	1015	0.0408296752206378	0.161749297964847
age	Roseburia.intestinalis	age	-0.00154693716518846	0.000723677889595748	1595	1001	0.0405128222457443	0.161749297964847
dysbiosisnonIBD	Bacteroides.eggerthii	Yes	-0.0205538316786012	0.0101019954891258	1595	309	0.0420663317518401	0.165279974431423
diagnosis	Bifidobacterium.adolescentis	nonIBD	0.0181259377739089	0.00886017815378632	1595	555	0.0428661986333088	0.167343044664648
dysbiosisCD	Ruminococcus.torques	Yes	-0.00948174341247664	0.00473263349617324	1595	1514	0.0453177360134008	0.175786632051982
dysbiosisnonIBD	Lachnospiraceae.bacterium.3.1.46FAA	Yes	-0.00919683025978177	0.00459828240262132	1595	992	0.0456699826806615	0.176031768686853
diagnosis	Bacteroides.fragilis	nonIBD	-0.0593295548458907	0.0296278451968153	1595	891	0.0474727587894748	0.181829623287988
age	Bacteroides.thetaiotaomicron	age	0.00092110430748982	0.000464123616291404	1595	1121	0.0494475162501313	0.188209608727062
antibiotics	Parabacteroides.distasonis	Yes	0.0114351386083314	0.00586054028655173	1595	935	0.051216796466993	0.19253721634814
dysbiosisnonIBD	Ruminococcus.obeum	Yes	-0.00879792418308125	0.00450862720456613	1595	1346	0.0511930864365673	0.19253721634814
diagnosis	Clostridium.leptum	nonIBD	0.0115112376206305	0.00584087057110395	1595	812	0.052301442008836	0.195408455112768
dysbiosisUC	Bifidobacterium.adolescentis	Yes	-0.0105687563563216	0.00545669507151705	1595	555	0.0529524737557671	0.196634490958916
antibiotics	Parabacteroides.merdae	Yes	-0.0102108933730185	0.00528543670382737	1595	911	0.0535622352671297	0.197067054978898
diagnosis	Burkholderiales.bacterium.1.1.47	UC	0.00943892822624787	0.00484711880996334	1595	731	0.0537161430648556	0.197067054978898
diagnosis	Ruminococcus.lactaris	nonIBD	0.0124825222386358	0.00642950626869026	1595	454	0.0560081932688926	0.20350425477564
dysbiosisUC	Veillonella.atypica	Yes	0.00506860237340566	0.00265185654785274	1595	524	0.0561628949204937	0.20350425477564
antibiotics	Parasutterella.excrementihominis	Yes	0.00331621705866785	0.00173731080771831	1595	759	0.0564732661035849	0.20350425477564
age	Dialister.invisus	age	-0.000690693028206857	0.000359665830318098	1595	777	0.0572813257820182	0.204001914627188
dysbiosisCD	C2likevirus.unclassified	Yes	0.00779330648453145	0.00409068037474389	1595	389	0.0572454165559417	0.204001914627188
diagnosis	Ruminococcus.obeum	UC	0.00762375831442796	0.00400213537211672	1595	1346	0.059023719747433	0.20468566991041
dysbiosisnonIBD	Ruminococcus.bromii	Yes	-0.0152968339734527	0.00808813148237139	1595	512	0.0587777774409421	0.20468566991041
age	Acidaminococcus.unclassified	age	0.000806851913770487	0.000335769219441415	1595	194	0.0579765334744702	0.20468566991041
age	Veillonella.unclassified	age	-0.000533517128219509	0.000255029042640904	1595	995	0.0591538225028441	0.20468566991041
dysbiosisnonIBD	Parasutterella.excrementihominis	Yes	-0.00709099703715271	0.00374704880489144	1595	759	0.058621728491587	0.20468566991041
dysbiosisnonIBD	Alistipes.shahii	Yes	-0.0123063612144914	0.00659396682644332	1595	757	0.0621920072194878	0.213982668907729
dysbiosisCD	Bacteroides.faecis	Yes	-0.00791111773322084	0.00427357772755551	1595	604	0.0643365052025949	0.220117593642586
antibiotics	Bifidobacterium.adolescentis	Yes	-0.00612864551847145	0.00333735535757868	1595	555	0.0664961105403401	0.22129033507687
age	Bifidobacterium.longum	age	-0.000339817885690485	0.000183344398497336	1595	1002	0.0663510410582603	0.22129033507687
diagnosis	Ruminococcus.gnavus	nonIBD	-0.0181600033434531	0.00977587138713442	1595	970	0.066157265319317	0.22129033507687
antibiotics	Lachnospiraceae.bacterium.1.1.57FAA	Yes	-0.00454916370554977	0.00246759375620208	1595	475	0.065439088763542	0.22129033507687
antibiotics	Akkermansia.muciniphila	Yes	-0.0157530123389275	0.00854707171704884	1595	578	0.0655055678524613	0.22129033507687
dysbiosisCD	Bifidobacterium.longum	Yes	0.00772297939873639	0.00422162596436017	1595	1002	0.0675330643352563	0.223519761848756
diagnosis	Alistipes.putredinis	UC	-0.0450967297751919	0.0245474547008514	1595	940	0.0686665537603688	0.226042871567917
dysbiosisnonIBD	Barnesiella.intestinihominis	Yes	-0.0142448034409381	0.00784917566734697	1595	484	0.0697535605546639	0.228386657945109
diagnosis	Subdoligranulum.unclassified	nonIBD	0.0317464804855645	0.0173830246683147	1595	1546	0.070736753510746	0.23036728817136
dysbiosisCD	Eubacterium.siraeum	Yes	-0.0134607458838976	0.00747581039484276	1595	656	0.0719622665670199	0.231878414493731
diagnosis	Coprobacillus.unclassified	nonIBD	-0.00474683705641077	0.00261113542305695	1595	415	0.0718210518895833	0.231878414493731
antibiotics	Clostridium.symbiosum	Yes	0.00485655637819002	0.00271571611452993	1595	801	0.0739210655447837	0.234468379774861
diagnosis	Ruminococcus.gnavus	UC	-0.0164931522422464	0.00913517378217287	1595	970	0.0737711523178146	0.234468379774861
dysbiosisCD	Dialister.invisus	Yes	-0.013016162495571	0.00727553329826581	1595	777	0.0738026159782859	0.234468379774861
dysbiosisnonIBD	Burkholderiales.bacterium.1.1.47	Yes	-0.00701959638958122	0.00393583157328296	1595	731	0.0747001718223475	0.23571194113891
antibiotics	Paraprevotella.clara	Yes	0.00259379488890627	0.00146189026783859	1595	191	0.0762238815088263	0.2392801228808
diagnosis	Bacteroides.xylanisolvens	UC	-0.0193089005921481	0.010832408124837	1595	1072	0.0770136180225008	0.239495672290565
age	Alistipes.unclassified	age	0.00049745637065941	0.000244339429133969	1595	224	0.0770790669440898	0.239495672290565
antibiotics	Bacteroides.faecis	Yes	-0.00598639578101137	0.00341999047176885	1595	604	0.0802526395949514	0.24456601944244
age	Bacteroidales.bacterium.ph8	age	0.000348038840826544	0.000179524597990691	1595	472	0.0802976998481906	0.24456601944244
dysbiosisCD	Parabacteroides.unclassified	Yes	-0.0126964879836579	0.00725520788223945	1595	730	0.0803172477643481	0.24456601944244
dysbiosisnonIBD	Paraprevotella.unclassified	Yes	-0.00909195556849462	0.00518651384581676	1595	243	0.0798071290743391	0.24456601944244
diagnosis	Parabacteroides.unclassified	nonIBD	-0.0307034055756598	0.0174972109968307	1595	730	0.0818912005711158	0.248118115163231
age	Bacteroides.salyersiae	age	0.000289039473016713	0.000166590797106002	1595	167	0.0852669064007209	0.257067059396233
dysbiosisUC	Bilophila.unclassified	Yes	-0.00695770800110838	0.00405610628101331	1595	885	0.0864851818333515	0.259455545500054
diagnosis	Alistipes.shahii	nonIBD	0.0184612332604405	0.010712994882179	1595	757	0.0876138378547136	0.26155307477216
antibiotics	Eubacterium.ventriosum	Yes	-0.00442641156194352	0.00259923206115546	1595	627	0.0887763662484336	0.26245051963736
dysbiosisCD	Lachnospiraceae.bacterium.1.1.57FAA	Yes	-0.00515334912192973	0.00302319103578948	1595	475	0.0884673929108288	0.26245051963736
dysbiosisCD	Roseburia.intestinalis	Yes	0.0233125644907631	0.0137162840092369	1595	1001	0.0894096544595716	0.263045795004247
dysbiosisCD	Barnesiella.intestinihominis	Yes	-0.00760638728855126	0.0045482419967914	1595	484	0.0946555191687673	0.276274714684128
dysbiosisUC	Alistipes.finegoldii	Yes	-0.00791139947216012	0.00475102999891538	1595	788	0.0960859180102973	0.276274714684128
antibiotics	Clostridium.citroniae	Yes	-0.00218750611427736	0.0013089784202321	1595	462	0.0948930495362347	0.276274714684128
